36,122,235
36,122,235
36,122,235
36,122,235
36,122,235
36,122,235
36,122,235
38,124,235
38,124,235
37,123,234
37,123,234
38,124,235
38,124,235
38,124,235
39,125,236
38,126,236
38,126,236
38,126,236
38,126,236
38,126,236
38,126,236
39,127,237
39,127,237
39,127,237
39,127,237
39,127,237
39,127,237
40,127,240
40,127,240
40,127,240
40,127,240
41,128,241
41,128,241
41,128,241
41,128,241
42,130,240
42,130,240
42,130,240
42,130,240
43,131,241
43,131,241
43,131,241
43,131,241
44,132,240
44,132,240
45,131,240
45,131,240
45,131,240
45,131,240
45,131,240
45,131,240
46,132,241
46,132,241
47,133,242
47,133,242
47,133,242
47,133,242
47,133,242
48,134,243
48,134,243
48,134,243
49,135,244
49,135,244
49,135,244
49,135,244
49,135,244
50,136,245
50,136,245
50,136,245
50,136,245
50,136,245
50,138,244
50,139,243
51,138,243
51,138,243
52,139,244
52,139,244
53,138,244
53,138,244
53,140,243
53,140,243
53,140,243
53,140,243
53,142,244
53,142,244
53,142,244
53,142,244
55,143,243
55,143,241
55,143,241
55,143,241
56,144,242
56,144,242
56,144,242
56,144,242
56,144,242
56,144,242
56,144,242
57,145,243
56,146,243
56,146,243
57,147,244
57,147,244
59,147,245
59,147,245
59,147,245
60,148,246
60,148,245
60,148,245
61,148,245
61,148,245
62,149,244
62,149,244
62,151,243
62,151,243
62,151,243
63,152,244
63,152,244
63,152,244
64,152,242
64,152,242
64,151,244
64,151,244
65,152,245
65,152,245
65,152,245
66,153,246
66,153,246
67,154,247
66,154,244
66,154,244
69,154,244
70,156,243
70,156,241
71,157,242
68,157,241
68,157,241
70,156,241
71,157,242
71,157,242
72,158,243
72,158,243
72,158,243
72,158,243
72,158,243
73,159,242
73,159,242
73,159,242
74,160,243
74,161,241
74,161,241
74,161,240
74,161,240
75,162,239
75,162,239
75,162,239
75,162,239
77,163,240
77,163,240
78,164,239
78,164,239
80,164,237
81,165,238
81,165,238
82,166,239
83,165,239
83,165,239
82,166,238
82,166,236
82,166,236
83,167,237
83,168,235
83,168,235
85,168,236
85,168,236
85,168,234
85,168,234
87,168,233
87,168,233
88,169,234
88,169,234
88,169,232
89,170,233
89,171,231
89,171,231
89,171,231
89,171,231
89,171,229
89,171,229
90,170,229
90,170,229
92,173,229
92,173,229
93,172,228
93,172,228
93,172,228
94,173,229
96,173,229
96,173,229
96,173,227
96,173,227
97,172,227
98,173,228
98,174,226
98,174,226
98,174,224
99,175,225
101,175,224
101,175,224
102,174,222
103,175,223
103,176,221
104,177,222
104,177,222
104,177,222
106,177,223
106,177,223
108,176,221
108,177,219
108,177,218
108,177,218
109,177,216
109,177,216
110,178,217
110,178,217
112,177,215
112,177,215
112,178,213
112,178,213
114,178,213
114,179,211
116,179,210
116,179,210
116,179,210
116,179,210
117,180,211
117,180,211
117,181,209
117,181,209
119,180,208
120,181,209
121,181,207
121,181,207
121,181,207
122,182,208
124,182,206
124,182,206
125,181,204
125,181,204
126,181,202
127,182,203
127,182,202
127,182,202
130,183,201
130,183,201
130,181,198
130,181,198
132,181,196
132,181,196
133,181,195
133,181,195
134,182,194
134,182,194
135,182,192
135,182,190
137,182,188
137,182,188
138,183,188
138,183,188
139,183,186
139,183,186
142,183,185
142,182,184
143,181,182
143,181,182
146,182,182
147,183,183
147,181,180
147,182,178
148,183,177
148,183,176
150,183,174
150,183,174
151,183,172
152,182,172
154,182,170
154,182,170
155,181,168
155,182,167
157,181,165
157,182,163
158,181,161
158,181,161
159,182,162
160,182,161
162,182,157
163,181,155
165,181,155
166,180,155
167,180,154
167,180,152
167,180,150
167,180,150
167,181,148
167,181,146
169,181,145
169,181,145
170,180,143
172,180,141
173,179,141
174,179,139
177,179,139
177,180,137
178,179,135
178,179,135
180,179,133
180,177,132
181,177,130
181,177,130
183,176,132
184,175,132
186,175,130
186,175,130
186,173,128
187,175,127
188,174,125
189,173,122
190,173,121
192,172,121
192,172,119
192,171,118
193,170,116
193,171,114
194,169,112
195,169,110
196,167,107
195,167,104
196,166,102
196,165,100
198,165,98
197,164,97
197,164,95
197,163,92
199,161,90
200,160,88
200,161,86
201,159,85
202,158,85
202,158,85
203,157,82
204,156,82
205,156,80
204,155,78
206,155,76
207,154,76
209,153,76
208,152,75
207,152,72
209,152,71
210,152,70
212,151,68
212,152,66
213,151,66
215,151,64
215,151,64
216,150,63
217,150,63
219,149,61
219,149,61
219,148,58
221,148,56
222,147,54
221,146,53
221,146,53
222,145,53
222,143,50
223,143,48
225,142,46
225,142,46
226,142,44
227,140,43
227,139,41
227,139,41
227,138,38
228,136,35
228,135,32
227,134,30
229,134,28
228,133,27
228,131,26
228,129,25
230,127,22
231,126,21
230,125,18
229,124,17
229,124,17
228,123,16
228,122,13
228,120,12
229,118,11
229,118,11
229,116,10
230,115,9
230,113,8
230,113,8
229,112,7
229,112,7
226,111,4
227,111,2
227,109,1
228,107,0
229,106,2
230,104,1
230,102,1
229,101,0
229,99,1
227,97,1
227,94,1
226,93,2
225,91,2
224,90,1
222,88,1
220,86,0
219,87,2
218,86,1
217,85,2
216,84,1
216,81,0
215,80,0
214,78,0
214,78,0
214,76,1
213,75,0
212,74,1
211,73,0
209,72,0
208,71,0
207,70,0
206,69,1
205,67,2
204,66,1
202,64,1
202,64,1
199,63,1
198,62,2
197,61,3
196,60,2
193,58,2
191,56,0
189,56,0
189,56,0
186,55,1
186,55,1
184,55,0
182,52,0
182,52,2
181,51,1
178,50,1
175,49,0
173,48,0
169,47,0
167,46,1
166,45,2
162,43,1
161,42,2
158,40,2
156,40,3
153,39,3
151,38,4
148,38,5
146,37,4
145,36,3
143,36,4
140,35,5
135,34,6
129,33,8
124,32,9
121,30,9
118,29,11
114,27,10
113,27,14
111,27,16
109,26,18
106,26,19
104,25,20
102,24,20
100,25,22
95,26,21
92,24,21
89,24,22
84,23,22
82,22,22
79,23,26
77,22,27
75,23,27
73,22,27
71,22,26
68,21,27
66,21,28
63,20,29
61,19,29
60,20,31
58,20,33
56,20,34
55,18,35
53,19,36
51,18,35
50,19,35
48,20,35
46,19,36
45,18,37
44,19,40
42,19,39
41,19,40
37,20,39
34,19,38
33,20,38
31,19,39
29,20,39
28,20,41
28,20,41
25,20,40
25,20,40
24,21,40
24,21,40
22,21,39
22,21,39
19,20,38
18,21,38
18,21,40
18,21,40
16,21,40
16,21,40
17,23,39
17,23,39
18,23,42
18,23,42
18,23,42
18,23,42
18,23,43
18,23,43
18,23,43
18,23,43
18,23,43
18,23,43
18,23,43
18,23,43
17,22,42
17,22,42
17,22,42
17,22,42
16,22,44
15,21,43
15,21,43
15,21,43
15,21,43
15,21,43
15,21,43
14,20,42
13,21,44
13,21,44
13,21,44
13,21,44
13,21,44
13,21,44
13,21,44
13,21,44
